1.305799367054716065e+01 3.496264365836925947e+01
1.306799370109733616e+01 3.493398881555713587e+01
1.307799373164751522e+01 3.490541412916265784e+01
1.308799376219769073e+01 3.487691919994544065e+01
1.309799379274786624e+01 3.484850363153759645e+01
1.310799382329804175e+01 3.482016703041708183e+01
1.311799385384821903e+01 3.479190900588141488e+01
1.312799388439839632e+01 3.476372917002160534e+01
1.313799391494857183e+01 3.473562713769638322e+01
1.314799394549874734e+01 3.470760252650678979e+01
1.315799397604892462e+01 3.467965495677095333e+01
1.316799400659910013e+01 3.465178405149924146e+01
1.317799403714927742e+01 3.462398943636964788e+01
1.318799406769945293e+01 3.459627073970344924e+01
1.319799409824962844e+01 3.456862759244116035e+01
1.320799412879980572e+01 3.454099250560955170e+01
1.321799415934998123e+01 3.451230644695161942e+01
1.322799418990015852e+01 3.448370187669406306e+01
1.323799422045033403e+01 3.445517838340635564e+01
1.324799425100051131e+01 3.442673555865634683e+01
1.325799428155068682e+01 3.439837299698201889e+01
1.326799431210086233e+01 3.437009029586377551e+01
1.327799434265103784e+01 3.434188705569673061e+01
1.328799437320121690e+01 3.431376287976372907e+01
1.329799440375139241e+01 3.428571737420818977e+01
1.330799443430156792e+01 3.425775014800783680e+01
1.331799446485174343e+01 3.422986081294801863e+01
1.332799449540191894e+01 3.420204898359602907e+01
1.333799452595209800e+01 3.417431427727532167e+01
1.334799455650227351e+01 3.414665631404007229e+01
1.335799458705244902e+01 3.411907471665004721e+01
1.336799461760262453e+01 3.409156911054584072e+01
1.337799464815280004e+01 3.406413912382425480e+01
1.338799467870297910e+01 3.403678438721404831e+01
1.339799470925315461e+01 3.400950453405190643e+01
1.340799473980333012e+01 3.398229920025875828e+01
1.341799477035350563e+01 3.395516802431619396e+01
1.342799480090368114e+01 3.392811064724336489e+01
1.343799483145386020e+01 3.390112671257396215e+01
1.344799486200403571e+01 3.387421574472941899e+01
1.345799489255421122e+01 3.384737729297281561e+01
1.346799492310438673e+01 3.382061100861931635e+01
1.347799495365456401e+01 3.379391654540705758e+01
1.348799498420473952e+01 3.376729355947545486e+01
1.349799501475491681e+01 3.374074170934379424e+01
1.350799504530509232e+01 3.371426065588989474e+01
1.351799507585526783e+01 3.368785006232926094e+01
1.352799510640544511e+01 3.366150959419416466e+01
1.353799513695562062e+01 3.363523891931323817e+01
1.354799516750579791e+01 3.360903770779101762e+01
1.355799519805597342e+01 3.358290563198799106e+01
1.356799522860615070e+01 3.355684236650063923e+01
1.357799525915632621e+01 3.353084758814171806e+01
1.358799528970650172e+01 3.350492097592096741e+01
1.359799532025667901e+01 3.347906221102569191e+01
1.360799535080685629e+01 3.345327097680184636e+01
1.361799538135703180e+01 3.342754695873514237e+01
1.362799541190720731e+01 3.340188984443241083e+01
1.363799544245738282e+01 3.337629932360320595e+01
1.364799547300756011e+01 3.335077508804153723e+01
1.365799550355773739e+01 3.332531683160785008e+01
1.366799553410791290e+01 3.329992425021113434e+01
1.367799556465808841e+01 3.327372593623587704e+01
1.368799559520826392e+01 3.324741564393816162e+01
1.369799562575843943e+01 3.322117599609582328e+01
1.370799565630861849e+01 3.319500665496116198e+01
1.371799568685879400e+01 3.316890728512103692e+01
1.372799571740896951e+01 3.314287755347577757e+01
1.373799574795914502e+01 3.311691712921893327e+01
1.374799577850932053e+01 3.309102568381680243e+01
1.375799580905949959e+01 3.306520289098820342e+01
1.376799583960967510e+01 3.303944842668473569e+01
1.377799587015985061e+01 3.301376196907101246e+01
1.378799590071002612e+01 3.298814319850520604e+01
1.379799593126020341e+01 3.296259179751973534e+01
1.380799596181038069e+01 3.293710745080230140e+01
1.381799599236055620e+01 3.291168984517699414e+01
1.382799602291073171e+01 3.288633866958554819e+01
1.383799605346090722e+01 3.286105361506905354e+01
1.384799608401108451e+01 3.283583437474956668e+01
1.385799611456126179e+01 3.281068064381208416e+01
1.386799614511143730e+01 3.278559211948670793e+01
1.387799617566161281e+01 3.276056850103095286e+01
1.388799620621179010e+01 3.273560948971222473e+01
1.389799623676196560e+01 3.271071478879058247e+01
1.390799626731214111e+01 3.268588410350149331e+01
1.391799629786231840e+01 3.266111701534550349e+01
1.392799632841249569e+01 3.263641313087372708e+01
1.393799635896267120e+01 3.261177216151033775e+01
1.394799638951284670e+01 3.258719382058622926e+01
1.395799642006302221e+01 3.256267782332270855e+01
1.396799645061319950e+01 3.253822388681547295e+01
1.397799648116337679e+01 3.251383173001875804e+01
1.398799651171355229e+01 3.248950107372949958e+01
1.399799654226372780e+01 3.246523164057186506e+01
1.400799657281390331e+01 3.244102315498183486e+01
1.401799660336408238e+01 3.241687534319191144e+01
1.402799663391425788e+01 3.239278793321604866e+01
1.403799666446443339e+01 3.236876065483478015e+01
1.404799669501460890e+01 3.234479323958036190e+01
1.405799672556478441e+01 3.232088542072213500e+01
1.406799675611495992e+01 3.229703693325215852e+01
1.407799678666513898e+01 3.227324751387073576e+01
1.408799681721531449e+01 3.224951690097235257e+01
1.409799684776549000e+01 3.222584483463156602e+01
1.410799687831566551e+01 3.220223105658909901e+01
1.411799690886584102e+01 3.217867531023814109e+01
1.412799693941602008e+01 3.215517734061067046e+01
1.413799696996619559e+01 3.213173689436403890e+01
1.414799700051637110e+01 3.210835371976753549e+01
1.415799703106654661e+01 3.208410675280716617e+01
1.416799706161672390e+01 3.205991493826679317e+01
1.417799709216690118e+01 3.203578456494316384e+01
1.418799712271707669e+01 3.201171535426738046e+01
1.419799715326725220e+01 3.198770702949919809e+01
1.420799718381742949e+01 3.196375931571150986e+01
1.421799721436760500e+01 3.193987193977504546e+01
1.422799724491778228e+01 3.191604463034330763e+01
1.423799727546795779e+01 3.189227711783749797e+01
1.424799730601813508e+01 3.186856913443170924e+01
1.425799733656831059e+01 3.184492041403824558e+01
1.426799736711848610e+01 3.182133069229310252e+01
1.427799739766866161e+01 3.179779970654158916e+01
1.428799742821883889e+01 3.177432719582406051e+01
1.429799745876901618e+01 3.175091290086185225e+01
1.430799748931919169e+01 3.172755656404331859e+01
1.431799751986936720e+01 3.170425792941005483e+01
1.432799755041954270e+01 3.168101674264322298e+01
1.433799758096972177e+01 3.165783275105000172e+01
